,index,Unnamed: 0,Reporter Identifier,stat,p,fold_change,beta1,beta2,Rejection on 0.05,qval,id1,id2
614,112037,112037,cg05991454,-8.298091064902723,1.727462940531051e-13,1.7882595128049226,0.12891991478260867,0.2305422639999999,True,7.474283447717056e-08,1,6
631,116161,116161,cg14640772,7.166351336923943,6.595279657089841e-11,0.6530638081949814,0.20081208260869565,0.1311431034,True,2.8507031411550976e-05,1,6
654,125076,125076,cg21800232,-7.074054822040634,1.057139359952627e-10,1.7497704500682931,0.08181686826086956,0.1431607384,True,4.568680474681397e-05,1,6
655,125077,125077,cg25316339,-7.564333337966334,8.413155151367301e-12,1.8566401061406872,0.07636787826086958,0.14178766559999995,True,3.638087340607221e-06,1,6
667,126265,126265,cg11847992,10.157051366214596,6.6557961362651034e-18,0.6323090951330852,0.5717009826086956,0.36149173100000004,True,0.0,1,6
669,127795,127795,cg06526721,9.226568311926046,1.1215642961488998e-15,0.6166907167903145,0.4226806434782608,0.26066322900000005,True,4.804967534965954e-10,1,6
670,127808,127808,cg23149687,6.50891372926294,1.8005176241062406e-09,0.6334623484049177,0.2530392826086957,0.16029085820000005,True,0.0007771199845231225,1,6
686,130162,130162,cg05237436,6.306410062316512,4.850586512745645e-09,0.6601557364314682,0.36666394782608697,0.2420553084999999,True,0.0020912603373774985,1,6
715,134675,134675,cg05207048,11.609630967424211,2.1275360576800203e-21,0.6104634833250231,0.18324058695652173,0.11186168700000004,True,0.0,1,6
716,134755,134755,cg13954457,-7.044616517820648,1.2282156946712798e-10,1.7042475692449024,0.1802998065217392,0.30727550700000017,True,5.307800378440142e-05,1,6
733,136725,136725,cg19459094,5.834071014242923,4.6175291275839275e-08,0.6544709548872566,0.11095004347826086,0.07261358090000003,True,0.019703690719230726,1,6
739,138670,138670,cg21880476,5.9927661436533,2.1866315646364985e-08,0.6354320967588821,0.11088216956521743,0.0704580895,True,0.009384963938648072,1,6
751,140767,140767,cg24724428,-12.985269953871054,1.1034465240785087e-24,2.3298784161729,0.15036063739130434,0.35032200369999983,True,0.0,1,6
788,148714,148714,cg04581938,10.646736902980424,4.415955674301429e-19,0.6225083188437559,0.10236568391304347,0.0637234898,True,0.0,1,6
789,148836,148836,cg05331060,8.70054297890228,1.972222624804508e-14,0.6372124955656325,0.08404708173913045,0.05355585070000001,True,8.55175530389829e-09,1,6
793,149111,149111,cg26729380,6.025630148995915,1.8707119384476214e-08,0.6246725540673268,0.18895201739130435,0.11803313930000005,True,0.008035324839741231,1,6
805,149877,149877,cg07801569,5.634343435264468,1.1657345057988369e-07,0.6526172423466358,0.1269470552173913,0.08284783710000003,True,0.04896005287142979,1,6
829,153168,153168,cg22324029,6.871181340675223,2.9574168813538444e-10,0.6649730724064448,0.13628891869565218,0.09062846099999998,True,0.0001277687926879434,1,6
831,153491,153491,cg02286081,10.425654630964658,1.5038501266871016e-18,0.5440395481442549,0.2156432739130435,0.1173184693,True,0.0,1,6
832,153492,153492,cg22483030,7.498332639203133,1.1868759413826126e-11,0.6405051145460294,0.2581248260869565,0.16533027129999994,True,5.1320130458609725e-06,1,6
833,153493,153493,cg26350754,9.861421749672736,3.411638596364408e-17,0.5824306510500757,0.2441372347826087,0.14219300859999998,True,0.0,1,6
834,153494,153494,cg12365667,7.438194503518728,1.6225433233385726e-11,0.6118215001181111,0.07824236086956522,0.04787035859999999,True,7.015282521782851e-06,1,6
835,153495,153495,cg12939283,9.857716532872134,3.482153987614716e-17,0.5493730840733265,0.2174515347826087,0.1194620203,True,0.0,1,6
836,153496,153496,cg14356799,7.184337118000388,6.014367189169265e-11,0.6493128963265901,0.17079403478260868,0.1108987694,True,2.5996882780154884e-05,1,6
849,155134,155134,ch.6.33611621F,7.9777497664196675,9.541746611339286e-13,0.5883445341236307,0.06191145695652173,0.0364252673,True,4.1272414652571143e-07,1,6
879,161732,161732,cg03043157,6.408935154579329,2.9420831866615096e-09,0.6426838704730793,0.3437535521739131,0.22092486340000006,True,0.0012692469828146091,1,6
883,162355,162355,cg03738025,-7.065316630922718,1.1052977404859341e-10,1.774656382871176,0.19728767347826084,0.35011782900000005,True,4.7767410261689847e-05,1,6
887,162827,162827,cg20442599,-5.841129194763035,4.4675010077462696e-08,1.5889757411750811,0.1168103104347826,0.1856087496,True,0.019070036518482048,1,6
888,163193,163193,cg02872426,8.250200984047414,2.2328077185894798e-13,0.6387008584978617,0.5531552608695653,0.3533007400000001,True,9.659529565109182e-08,1,6
898,164137,164137,cg23832497,8.221462802752924,2.60404359420609e-13,0.6212868015334373,0.09257565565217392,0.057516033000000015,True,1.1268416100218559e-07,1,6
902,165605,165605,cg15804973,10.425500283863087,1.5051368171630366e-18,0.6413967383819158,0.4148706347826087,0.2660966720000002,True,0.0,1,6
920,168555,168555,cg13221458,9.759518670748722,5.986994403514816e-17,0.6569770545259078,0.4311633652173913,0.2832644377,True,4.8054449308665426e-11,1,6
940,177495,177495,cg12597389,-6.064732357750289,1.5528811383017968e-08,1.5456827606421577,0.14644004304347827,0.2263498499999999,True,0.0066755215388664135,1,6
964,181977,181977,cg14871932,-6.118162970891322,1.20289157451714e-08,1.7597710895520289,0.09290169913043478,0.16348572429999994,True,0.005175677696195646,1,6
1017,190968,190968,cg01493685,7.7797693871765565,2.7179497574352882e-12,0.6548489299774192,0.13689361652173912,0.08964463830000001,True,1.175523363428077e-06,1,6
1018,191045,191045,cg23222472,6.379519858840069,3.397166197159821e-09,0.6456371197792967,0.2814470913043479,0.18171268939999996,True,0.0014653325325373334,1,6
1019,191244,191244,cg18887458,8.282901765398327,1.8740123740048692e-13,0.5521023688463126,0.3421841826086956,0.18892069780000004,True,8.108217408597795e-08,1,6
1032,193074,193074,cg20426994,-7.955191310243563,1.075460681283226e-12,1.7049827053172022,0.09335176304347828,0.1591631415,True,4.6520651164616567e-07,1,6
1033,193075,193075,cg00094518,-9.265729028139642,9.04981879188759e-16,1.907974953026729,0.11205054304347828,0.21378962959999992,True,3.844000673325354e-10,1,6
1034,193080,193080,cg14361627,-9.982135361110906,1.7512202624022633e-17,1.6975573142041274,0.15957630869565215,0.2708899300000001,True,0.0,1,6
1035,193081,193081,cg08097417,-10.601708846913828,5.668081593565939e-19,1.581823358481787,0.14579338695652175,0.23061938499999995,True,0.0,1,6
1036,193082,193082,cg09499629,-7.334465881056084,2.7767298332675466e-11,1.5642872250100062,0.07796556434782609,0.12196053629999995,True,1.2004250563135699e-05,1,6
1037,193083,193083,cg07955995,-8.369171387833049,1.1795282399506876e-13,3.622529446200873,0.02969050247826087,0.10755471949999999,True,5.101531264095627e-08,1,6
1038,193084,193084,cg22285878,-7.8214058418157055,2.182294160219113e-12,2.4919585270815743,0.031696202000000014,0.07898562085000006,True,9.438638532976995e-07,1,6
1042,194081,194081,cg07703358,9.332972902392717,6.258864110111888e-16,0.6442477732248458,0.16986984782608694,0.10943827119999996,True,2.8830537956991975e-10,1,6
1055,196796,196796,cg08540945,-5.984063780529347,2.2787154755459607e-08,1.6101747531600152,0.1260394947826087,0.20294561239999998,True,0.009777976338331884,1,6
1057,197712,197712,cg00292135,-10.573110715269614,6.64179470322281e-19,2.279917549094782,0.09187733652173914,0.2094727519,True,0.0,1,6
1058,197713,197713,cg07927379,-7.86764564379466,1.7094959295651476e-12,3.2293496338615464,0.0239385126,0.0773058269,True,7.394258616510996e-07,1,6
1060,199506,199506,cg22282410,-6.955308127006393,1.9331239862337598e-10,1.540520731162384,0.15670223913043474,0.2414030480000001,True,8.35277513311361e-05,1,6
1061,199507,199507,cg27392792,-6.238063250740428,6.755377090765269e-09,1.98871842897165,0.0941340995652174,0.1872062186,True,0.0029107884371956105,1,6
1073,204922,204922,cg26330518,-6.369503365887279,3.567439340480432e-09,1.9390184166910005,0.037880172652173916,0.07345035239999999,True,0.0015386823709367947,1,6
1074,204923,204923,cg18898125,-6.884323778569003,2.7677357685777525e-10,1.811701759350577,0.07205996391304349,0.13055116340000006,True,0.00011957786756178201,1,6
1079,205370,205370,cg04035728,9.379384810004623,4.851406447067302e-16,0.5435394074880526,0.2143817347826087,0.11652492109999996,True,1.9220669500441545e-10,1,6
1084,206921,206921,cg24882673,5.976954412665214,2.35676200913923e-08,0.6592952857360015,0.17584745956521738,0.11593540109999995,True,0.010110825623835473,1,6
1087,208018,208018,cg25439632,7.657257887724961,5.174033746490991e-12,0.6657243650231718,0.2566863608695653,0.1708823646000001,True,2.2375609005642616e-06,1,6
1090,208714,208714,cg16419235,-10.586008773379314,6.183497048320947e-19,1.584524716422078,0.16249616956521742,0.25747919700000005,True,0.0,1,6
1093,209700,209700,cg17694795,-8.165133162481334,3.5188652199844953e-13,1.5778290370017936,0.11519274695652175,0.181754461,True,1.522565735712078e-07,1,6
1094,209768,209768,cg10423607,6.273719587836197,5.684490000514672e-09,0.6550392574956317,0.21408628260869567,0.14023491959999998,True,0.0024501351690310313,1,6
1099,210736,210736,cg00570618,7.938992282217548,1.1718864512014036e-12,0.5590896400840104,0.15214162739130438,0.08506080769999999,True,5.068852968470594e-07,1,6
1102,211356,211356,cg26290632,-10.40681866397851,1.669283580718919e-18,1.5542817495553831,0.17006318260869566,0.26432610100000004,True,0.0,1,6
1135,219183,219183,cg25334393,-7.264821371585077,3.976982553129734e-11,1.6531957433260684,0.13435666695652174,0.2221178699,True,1.7191843128094852e-05,1,6
1150,221524,221524,cg13591783,6.071187711697032,1.5057856844007037e-08,0.6403712335223469,0.2343866173913044,0.15009444730000002,True,0.006473814253896593,1,6
1161,224046,224046,cg21159778,-6.721550266514777,6.267472486944954e-10,2.617728397353884,0.06729295391304348,0.17615467640000004,True,0.00027069182764094535,1,6
1215,232923,232923,cg23016129,-5.7267949435412815,7.60916659818228e-08,1.5783198187394467,0.12096504652173914,0.1909215303000001,True,0.03224810369700004,1,6
1226,234257,234257,cg24892069,9.823517574299917,4.2057290557390775e-17,0.6217290366135816,0.6288102565217393,0.3909495950000001,True,0.0,1,6
1228,234674,234674,cg23254047,7.1711029629727445,6.436619808603941e-11,0.6382321592517247,0.17141797826086955,0.10940446639999996,True,2.7821572038733144e-05,1,6
1238,237968,237968,cg20621021,7.136351721599048,7.690265406229853e-11,0.625468101844035,0.17138347260869566,0.10719489530000004,True,3.323848916692018e-05,1,6
1240,238108,238108,cg12483947,9.271242076718693,8.780447757579311e-16,0.6637530498944471,0.3047821086956522,0.2023000542,True,3.844000673325354e-10,1,6
1274,244753,244753,cg08877357,10.458472399826896,1.2537967873842376e-18,0.5988872282268874,0.3487183913043478,0.2088429908,True,0.0,1,6
1282,245994,245994,cg19991948,8.454688351378143,7.445707099008921e-14,0.6110597987857285,0.39991847391304347,0.24437410219999994,True,3.2234552471699374e-08,1,6
1288,247307,247307,cg06777902,9.586931378143547,1.5498188528363695e-16,0.6113695331047174,0.2453112217391304,0.14997580709999994,True,4.8054449308665426e-11,1,6
1299,252078,252078,cg07080372,10.379948893646127,1.9372347284230075e-18,0.6238766780635059,0.22400820869565213,0.1397534971,True,0.0,1,6
1323,254584,254584,cg23190089,7.522666119101823,1.0455792226026423e-11,0.6437359550394217,0.12826633739130436,0.08256965320000001,True,4.5211804151623625e-06,1,6
1327,256234,256234,cg03963327,-5.694332379889271,8.842371186731451e-08,2.2761380336857693,0.028066375217391304,0.06388294410000005,True,0.03737022757881148,1,6
1328,256235,256235,cg23091758,-7.875930452996812,1.6362453974132804e-12,2.291024852308196,0.07062790739130435,0.16181029109999998,True,7.0774025817677e-07,1,6
1331,256859,256859,cg04940570,-7.113686924994197,8.635160424845415e-11,2.0252690481590365,0.08934111695652176,0.1809397989,True,3.73215844018393e-05,1,6
1342,259527,259527,cg20143092,6.453715273654496,2.362213388340273e-09,0.6545159902628276,0.0773064352173913,0.050598298,True,0.0010193303437048273,1,6
1343,259537,259537,cg23186333,8.289576317825563,1.808151230837135e-13,0.6102820789546632,0.39806895217391297,0.24293434770000005,True,7.824868342165558e-08,1,6
1370,263654,263654,cg04999352,10.830650028341685,1.5928394257762285e-19,0.6581921760368941,0.2350084434782609,0.15468071879999995,True,0.0,1,6
1378,264972,264972,cg13119578,7.292835325303428,3.4423843584354097e-11,0.6275863859285223,0.13650539913043475,0.0856689301,True,1.4881055815929578e-05,1,6
1392,266258,266258,cg04434593,7.0097561263921815,1.4664957188805795e-10,0.6433478490883527,0.2166713217391304,0.13939502880000001,True,6.337099542075286e-05,1,6
1400,268088,268088,cg03905795,5.920811487295701,3.0726334387108106e-08,0.6419547185685606,0.2787591434782609,0.17895074749999995,True,0.013158779142911081,1,6
1414,270185,270185,cg02973171,-5.641561705326494,1.1276965962094883e-07,1.7476663863678223,0.10129406217391304,0.17702822760000014,True,0.04740258420799193,1,6
1422,271201,271201,cg23460961,8.530969996112201,4.934977560935599e-14,0.6610949523371613,0.2905380782608696,0.192073257,True,2.1378152914586224e-08,1,6
1436,274452,274452,cg01282174,10.129753529855755,7.741065351704721e-18,0.5528055917147007,0.2870462739130435,0.15868078530000004,True,0.0,1,6
1439,275039,275039,cg18587063,7.937504902991579,1.1811592865269545e-12,0.6341352320173228,0.285846347826087,0.18126524010000006,True,5.109180667428603e-07,1,6
1446,277142,277142,cg02046143,9.459890915811679,3.1174284542773635e-16,0.6062438138641754,0.3208686347826088,0.19452462489999994,True,1.4415602045403375e-10,1,6
1456,278790,278790,cg11791577,6.804266543275786,4.1413526135261205e-10,0.6198011115470019,0.2618105956521739,0.16227049820000006,True,0.0001788966498131872,1,6
1464,279396,279396,cg19421125,7.955542132061641,1.073462031412253e-12,0.5744572727538294,0.31642155652173914,0.18177066439999995,True,4.6434315703614004e-07,1,6
1481,280635,280635,cg22859679,6.655662100000657,8.705134426265327e-10,0.6509345933909891,0.1509878,0.0982831822,True,0.00037590495505068766,1,6
1491,281786,281786,cg12585028,9.48607326478967,2.6995080859562464e-16,0.6576559533586855,0.28561429565217394,0.18783594189999994,True,9.61057899928619e-11,1,6
1496,283036,283036,cg09143195,7.009009969683494,1.472066546718371e-10,0.5891547669122608,0.2452326217391305,0.14447996810000002,True,6.361143466171448e-05,1,6
1516,286490,286490,cg07869256,6.244510311103925,6.548036832127461e-09,0.6633544020906853,0.11089619043478263,0.07356347610000001,True,0.002821627094546364,1,6
1536,289705,289705,cg09278098,9.732658259876189,6.943013432658178e-17,0.5551083533002139,0.19624435869565213,0.1089368828,True,4.8054449308665426e-11,1,6
1547,290769,290769,cg08993878,7.644122041132847,5.542741364308999e-12,0.6308731131058746,0.7230158434782609,0.4561312560000002,True,2.396975992691175e-06,1,6
1563,292962,292962,cg19848940,6.765936228536863,5.019298783267436e-10,0.6262935800145616,0.2432451,0.15234284450000002,True,0.00021680114755695534,1,6
1577,294954,294954,cg06800840,8.920169829426369,5.9798747015428934e-15,0.6259225560424663,0.058671094347826074,0.03672356134,True,2.5945265935689577e-09,1,6
1586,299875,299875,cg12346592,-6.912677455345165,2.398515533471858e-10,1.7685192685202873,0.1722291160869565,0.3045905104,True,0.00010363042156369406,1,6
1588,299997,299997,cg22900415,-7.397370721138513,2.0052296733113968e-11,2.0988998768883693,0.05569070782608695,0.11688921980000005,True,8.669511210146474e-06,1,6
1598,302881,302881,ch.13.39564907R,8.092022097596955,5.197059037080668e-13,0.6484501145660225,0.07394691869565218,0.04795088790000001,True,2.2482124317768637e-07,1,6
1603,303815,303815,cg20102280,7.728014110055454,3.56879271519244e-12,0.6305339771690021,0.4935303826086958,0.31118767500000016,True,1.5434599976993368e-06,1,6
1604,303816,303816,cg15894389,10.543203999188849,7.839360991413698e-19,0.5016675491138355,0.4485878434782609,0.22504196399999998,True,0.0,1,6
1616,306327,306327,cg26685941,10.718540698027784,2.96573662058537e-19,0.5593895675224146,0.2379942391304348,0.13313149450000006,True,0.0,1,6
1626,307823,307823,cg05404236,-5.821486965914557,4.897375372790301e-08,1.6126597680109376,0.2366173017391304,0.38158320293,True,0.020884034749590774,1,6
1643,313004,313004,cg12920180,-6.829833789391666,3.6419852242842223e-10,2.330173799651995,0.05064442521739131,0.11801031274000005,True,0.0001573315976800549,1,6
1680,320943,320943,ch.14.97331099F,7.199260986276224,5.571032700426622e-11,0.6357889432341074,0.03911556565217392,0.024869244150000004,True,2.4080943818449718e-05,1,6
1692,322992,322992,cg21845957,-6.872129854791093,2.9433072968319107e-10,1.6038516765657014,0.1122595952173913,0.18004774000000004,True,0.00012715988351130747,1,6
1708,324452,324452,cg25974380,7.0713585142018625,1.0717735799347786e-10,0.6143615668849962,0.1822085391304348,0.11194192360000003,True,4.631884651173923e-05,1,6
1710,326156,326156,cg21567504,-8.515191609911426,5.373553691694117e-14,1.5433460436889506,0.12625389347826085,0.1948534470000001,True,2.3251475189667303e-08,1,6
1712,326707,326707,cg04875128,-12.28523392486622,5.1151393550665597e-23,2.3317037985982774,0.16173147782608693,0.3771099012,True,0.0,1,6
1718,327584,327584,cg25236230,-5.658837578448157,1.0415274054233142e-07,1.5992062825626272,0.11934852913043476,0.1908629176,True,0.043863136262948466,1,6
1719,327701,327701,cg11693709,8.849434346408266,8.787838982970803e-15,0.6655606181323419,0.4865512173913043,0.32382932899999994,True,3.795643688242478e-09,1,6
1729,329430,329430,cg11748880,7.4412285373637985,1.5971817685734204e-11,0.6324795567634103,0.2290561956521739,0.14487336109999993,True,6.905630551723441e-06,1,6
1735,330476,330476,cg12283460,6.686449309606331,7.467552491445595e-10,0.6597246485588363,0.1677125304347826,0.11064409020000007,True,0.0003224962065481174,1,6
1744,332602,332602,ch.15.67797584R,7.3085517645612414,3.174306953099768e-11,0.6521273983461187,0.12928676130434782,0.08431143929,True,1.372264969745629e-05,1,6
1746,333036,333036,cg21801378,-6.6086944223261765,1.0993137301928587e-09,1.9392435541209752,0.05938131652173913,0.11515483529999995,True,0.0004746270719234724,1,6
1754,333827,333827,cg01361499,6.166396925990934,9.543355925402008e-09,0.6256286781649026,0.3404081130434783,0.21296907780000007,True,0.0041088826553853375,1,6
1755,334232,334232,cg21322248,8.186149763991914,3.1451792291025013e-13,0.665144883817677,0.0875855008695652,0.05825704779999999,True,1.3607313875674265e-07,1,6
1769,335901,335901,cg12096762,7.477235307762848,1.3245995719167991e-11,0.6616699861391584,0.1827481739130435,0.1209189817,True,5.727377701103542e-06,1,6
1781,337983,337983,cg27569300,-6.054136995458671,1.6333380252736496e-08,2.0939746511130624,0.056970960434782614,0.119295747,True,0.007019945531502203,1,6
1782,337984,337984,cg01348004,-6.532812089099768,1.6003158407983668e-09,2.674599581879552,0.018971026086956524,0.05073989843999999,True,0.0006907777006096572,1,6
1801,343310,343310,cg01673284,6.3278953228047765,4.369410468440985e-09,0.6658072715652412,0.11549896521739132,0.0769000509,True,0.0018840866686101743,1,6
1845,349718,349718,cg09294739,7.229215107242519,4.7765496461339176e-11,0.599370760001528,0.17687275652173914,0.1060123585,True,2.0647743596557966e-05,1,6
1859,351267,351267,cg06279276,-6.719388315890201,6.335538784771789e-10,1.7660645365203131,0.16661274739130436,0.29424886449999993,True,0.0002736305880342016,1,6
1869,352953,352953,cg05915866,9.80833608557111,4.573314098409592e-17,0.6299759978311615,0.4377579043478261,0.27577697259999995,True,0.0,1,6
1876,354457,354457,cg08277369,6.082464279928943,1.4268631585190582e-08,0.6193550159689373,0.2208894391304348,0.13680898210000006,True,0.006135858283052187,1,6
1896,357471,357471,cg06007201,10.615646229270304,5.246634125639585e-19,0.6446766766680336,0.1243735804347826,0.08018074650000002,True,0.0,1,6
1898,357473,357473,cg02610723,7.7695559826148335,2.868150224026685e-12,0.6250406111264121,0.15332867000000006,0.09583664559999998,True,1.2404827800516216e-06,1,6
1936,366265,366265,cg06419432,9.932439378305824,2.304673889006469e-17,0.5758021488531609,0.26423437391304355,0.1521467203000001,True,0.0,1,6
1938,366652,366652,cg23798387,7.0733133193310245,1.0611440423353946e-10,0.6129363490196792,0.12419155695652175,0.07612151949999997,True,4.585970388593097e-05,1,6
1942,367134,367134,cg14692377,-10.040213335627438,1.2702731423006842e-17,1.6076640708584689,0.1476795652173913,0.2374191310000001,True,0.0,1,6
1976,371684,371684,cg12892303,-7.821255212779072,2.184029177180761e-12,2.003912266104459,0.08474658260869565,0.16982471640000005,True,9.446299747972731e-07,1,6
1977,371685,371685,cg17269633,-6.527977831155363,1.6389571252244385e-09,1.5771719393811152,0.15580938695652174,0.245738193,True,0.0007074431174762807,1,6
2015,375108,375108,cg26161329,-8.516558118743495,5.334083473988009e-14,1.6617727593923286,0.12527904782608695,0.20818530899999999,True,2.3059367526556684e-08,1,6
2017,375114,375114,cg19401340,-6.657634116059137,8.620126130676337e-10,2.071029012569871,0.031601654782608686,0.06544794390000001,True,0.0003722365190219623,1,6
2019,375207,375207,cg16969368,-7.1428101077748405,7.440275563839446e-11,1.5409521172144152,0.19294199130434775,0.29731436999999994,True,3.215841581161172e-05,1,6
2022,376171,376171,cg02867102,9.554791625161554,1.8497510074160244e-16,0.6444120737298891,0.15604644347826085,0.10055821224,True,9.61057899928619e-11,1,6
2026,376817,376817,cg24028094,5.790646720649844,5.6554799387652984e-08,0.5973446929726235,0.07591522434782608,0.04534755638,True,0.024074705023678034,1,6
2035,377717,377717,cg07365960,-6.080133555191456,1.4428346861042043e-08,1.6764477759833876,0.10024396304347824,0.16805376889999998,True,0.006204240184311316,1,6
2052,380329,380329,cg03431918,11.252181804438576,1.5394203246527294e-20,0.6459434258291521,0.1866083565217391,0.12053844109999995,True,0.0,1,6
2089,388068,388068,cg19283806,13.024239346494351,8.921331767883235e-25,0.4421717665510647,0.34822414782608696,0.1539748866,True,0.0,1,6
2091,388532,388532,cg16762684,11.27154638515064,1.3828082767223294e-20,0.4772305467523023,0.07077532869565217,0.03377614881,True,0.0,1,6
2117,395713,395713,cg26918756,-5.814977724112882,5.048592182709051e-08,2.0564907128934737,0.049040219130434784,0.10085075519999999,True,0.021521489600071275,1,6
2134,398085,398085,cg20222376,11.105612493863509,3.4683459033126767e-20,0.6030673823975169,0.20761873043478252,0.1252080843,True,0.0,1,6
2135,398086,398086,cg25533247,10.607485051876713,5.489458958179066e-19,0.6535872979740913,0.2378168391304348,0.15543406529999998,True,0.0,1,6
2140,398372,398372,ch.19.16251119F,6.337600650702869,4.1677767297316105e-09,0.6427287346871619,0.04639794652173913,0.029821293459999995,True,0.0017972620897105385,1,6
2156,399997,399997,cg07544187,-6.082576300467986,1.4260999207846317e-08,2.6873034427008493,0.05074285777826088,0.1363614564,True,0.006132600402166566,1,6
2161,403324,403324,cg07640648,-6.555480387975278,1.430781152523165e-09,1.95538588859524,0.041811108695652174,0.08175685193,True,0.0006176419477770256,1,6
2174,405625,405625,cg11344352,7.375365504958207,2.2473219626885986e-11,0.4417616701349419,0.040487069565217394,0.017885635470000008,True,9.715968333767755e-06,1,6
2178,406105,406105,cg16672562,5.7120150932422105,8.148175432193619e-08,0.6526175979857582,0.5789555869565216,0.3778366044999999,True,0.03449080375197133,1,6
2185,406974,406974,cg19878479,8.555825469486487,4.3152484196715895e-14,0.5841468371469051,0.33208150000000003,0.1939843579,True,1.868808441329861e-08,1,6
2189,408125,408125,cg06572160,-5.755390001343779,6.663726104744082e-08,1.6601580502372002,0.08589368565217391,0.14259709369999998,True,0.028301717701841533,1,6
2191,408919,408919,cg24794228,-5.7044109401477545,8.439898166146728e-08,1.6085646519256058,0.2320096469565217,0.3732025170000001,True,0.035702042222571895,1,6
2196,412846,412846,cg00246386,-5.894410843824098,3.4792996226263714e-08,1.847264743589672,0.058417023913043487,0.1079117087,True,0.01488596134728648,1,6
2206,414087,414087,ch.20.378824F,7.3004349688656465,3.3100671007144385e-11,0.5387753926832425,0.15955862956521738,0.08596626330000003,True,1.4309301416437492e-05,1,6
2211,414964,414964,cg26158279,-6.266793908093643,5.878499699088367e-09,1.5765509548582937,0.10860605391304347,0.17122297800000005,True,0.0025336045119649375,1,6
2255,422581,422581,cg05156137,11.0563520176915,4.5573475442453365e-20,0.622481182639038,0.3696684565217391,0.23011165799999994,True,0.0,1,6
2268,425558,425558,cg05657292,6.113801972062364,1.2282779900644495e-08,0.6527054326574375,0.15493336782608694,0.10112585088,True,0.00528455753011392,1,6
52,48852,48852,cg11176990,-6.159666088623007,3.0648443538292805e-09,1.5082857417394913,0.026508506067567567,0.03998240173652695,True,0.0013253557249296444,2,4
53,48853,48853,cg22158769,-5.664689024147518,4.215786167047537e-08,1.5951136899088671,0.02355770324324324,0.037577214946107815,True,0.018070704421907502,2,4
223,193083,193083,cg07955995,-8.126596631646331,2.3763337521711083e-14,1.658696581368858,0.04367530229729729,0.07244407461077845,True,1.028538654246347e-08,2,4
229,197713,197713,cg07927379,-5.9860855146305525,7.819268001003676e-09,1.524046230340429,0.03425443883783784,0.05220534838323354,True,0.0033775319783621027,2,4
247,224046,224046,cg21159778,-5.811014952398758,1.973555971861551e-08,1.524206548944413,0.08961028,0.13658457562874254,True,0.008501613611819336,2,4
442,404342,404342,cg14036830,-5.629757896543274,5.042983988331253e-08,1.7284653864226558,0.1225866213513513,0.21188673184431125,True,0.02157718612906301,2,4
141,12265,12265,cg08169949,-7.0370193095695885,2.6195798917492856e-11,1.5703673707926142,0.06636393274324326,0.1042157545774648,True,1.1309720791330413e-05,2,5
182,14639,14639,cg24088508,5.8848806726442735,1.5216849818692014e-08,0.5072314842869763,0.4136851439189192,0.2098341295774648,True,0.006502987850037445,2,5
183,14640,14640,cg12339802,6.616314203010107,2.90601142482251e-10,0.5767367446747406,0.12128820959459455,0.06995136716901411,True,0.00012526621880171174,2,5
184,14642,14642,cg06917450,6.103821869907097,4.80292858610503e-09,0.6648535563831406,0.4032673324324325,0.2681137201408449,True,0.0020615512221368038,2,5
264,18110,18110,cg16015712,-7.58577229066609,9.984919323000472e-13,1.5116703525812518,0.07742318147297296,0.11703832803521128,True,4.315685530054125e-07,2,5
338,22218,22218,cg04158367,-6.152371111263879,3.7052806426838853e-09,1.5369074858367144,0.07728903791891893,0.11878610095070415,True,0.0015913768996048683,2,5
368,23752,23752,cg18786873,-6.083712988210182,5.3457449743603194e-09,1.539316841086975,0.03002273073918918,0.04621449504225352,True,0.002293897027823011,2,5
545,33269,33269,cg07167398,-6.454146026801625,7.169942460322895e-10,1.7030377734367097,0.010562433013513516,0.017988222401408453,True,0.00030878037940818004,2,5
602,36379,36379,cg10501210,17.161730690165307,4.287742167123285e-42,0.6352050818321396,0.6905757770270273,0.4386572429577463,True,0.0,2,5
638,38932,38932,cg12761965,5.603576077106223,6.421149552700582e-08,0.6530120960403197,0.11336527445945947,0.07402889549295777,True,0.027066331100961905,2,5
662,40899,40899,cg22596738,6.7766615392238965,1.1737664183466994e-10,0.6352408718160482,0.033416459256756764,0.021227500711267614,True,5.063301553065447e-05,2,5
741,48852,48852,cg11176990,-9.37137591225785,1.047976017080704e-17,2.109257686858075,0.026508506067567567,0.055913270190140814,True,0.0,2,5
742,48853,48853,cg22158769,-9.192987105525273,3.4579080183340345e-17,2.2607292053256334,0.02355770324324324,0.05325758773239437,True,0.0,2,5
743,48854,48854,cg12206199,-7.6578169898392305,6.43702500216648e-13,1.8437959783645133,0.029832591702702714,0.0550052126056338,True,2.7823665249560037e-07,2,5
775,50906,50906,cg05505450,7.537052454868938,1.3419013279070801e-12,0.6586402646462342,0.05052024770270271,0.033274669316901415,True,5.799388955729512e-07,2,5
985,64896,64896,cg08327269,-6.053208713219145,6.285748673332157e-09,1.5340139400051027,0.016606791256756757,0.025475049286619724,True,0.002695874944320664,2,5
1029,67254,67254,cg19917744,7.023752779315264,2.8299152522224783e-11,0.6184610674700569,0.07380627417567565,0.04564630711267605,True,1.2217287036597746e-05,2,5
1099,73810,73810,cg21117668,-7.1809301521200535,1.1272295575226403e-11,1.5125378436480248,0.08311438337837837,0.12571365021126768,True,4.868400157564956e-06,2,5
